"Reason for Credit Entry","Sub Order No","Order Date","Customer State","Product Name","SKU","Size","Quantity","Supplier Listed Price (Incl. GST + Commission)","Supplier Discounted Price (Incl GST and Commision)","Packet Id"
"DELIVERED","175528927913309824_1","2025-07-12","Bihar","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","qQYkl0G-","30A","1","743.0","743.0","ONF062537065650"
"RTO_COMPLETE","175556441954864064_1","2025-07-12","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","M","1","734.0","734.0","ONF062537065645"
"CANCELLED","175561144500745920_1","2025-07-12","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","32A","1","734.0","734.0",
"DOOR_STEP_EXCHANGED","172975139838330176_1","2025-07-12","West Bengal","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","qQYkl0G-","L","1","743.0","743.0","ONF062537065652"
"DELIVERED","175638490095045824_1","2025-07-12","Telangana","Women's Cotton Front Hook Bra - Deep Panel & Molded Cups for Everyday Comfort","Cotton Front Hook Bra","XL","1","780.0","780.0","ONF062537065647"
"DOOR_STEP_EXCHANGED","173413317149213696_1","2025-07-12","Punjab","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","9dp7lamI","M","1","624.0","624.0","ONF062537065648"
"DELIVERED","175668245930462400_1","2025-07-12","Tamil Nadu","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","1","734.0","734.0","ONF062537065633"
"DELIVERED","175809640944367424_1","2025-07-13","Karnataka","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","30A","1","743.0","743.0","ONF062537065492"
"CANCELLED","175829088887633856_1","2025-07-13","Tamil Nadu","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","M","1","743.0","743.0",
"DOOR_STEP_EXCHANGED","173490929116660480_1","2025-07-13","West Bengal","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XXL","1","632.0","632.0","ONF062537065641"
"DOOR_STEP_EXCHANGED","174516957169878657_1","2025-07-13","Telangana","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","qQYkl0G-","34A","1","743.0","743.0","ONF062537065649"
"DELIVERED","175907968309546112_1","2025-07-13","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XXL","1","743.0","743.0","ONF062537065646"
"DELIVERED","175968579434575552_1","2025-07-13","Kerala","High Waist Mid Thigh Shaper Women's Shapewear","jSAh_woJ","L","1","112.0","112.0","ONF062537065674"
"DELIVERED","175989662588881984_1","2025-07-13","Uttarakhand","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","qQYkl0G-","S","1","743.0","743.0","ONF062537065487"
"DELIVERED","175999499028679744_1","2025-07-13","Karnataka","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","30A","1","734.0","734.0","ONF062537065672"
"DELIVERED","176262448881596224_1","2025-07-14","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","L","1","734.0","734.0",
"CANCELLED","176269462251523200_1","2025-07-14","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","9dp7lamI","XL","1","734.0","734.0",
"RTO_COMPLETE","176339839279452032_1","2025-07-14","Madhya Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","r7CkYnwW","28A","1","743.0","743.0","ONF062537065485"
"RTO_COMPLETE","176341800687060416_1","2025-07-14","Bihar","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","28A","1","734.0","734.0","ONF062537065673"
"DELIVERED","176370332569980800_1","2025-07-14","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","2RGorXEZ","M","1","734.0","734.0","ONF062537065489"
"DELIVERED","176568241659855040_1","2025-07-15","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","34A","1","734.0","734.0","ONF062537065666"
"DELIVERED","176578235700625536_1","2025-07-15","Odisha","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","9dp7lamI","XXL","1","734.0","734.0","ONF062537065638"
"DOOR_STEP_EXCHANGED","175058130061553793_1","2025-07-15","Delhi","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","1","734.0","734.0","ONF062537065667"
"DELIVERED","176673206618552768_1","2025-07-15","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","28A","1","734.0","734.0","ONF062537065668"
"DELIVERED","176692602187545024_1","2025-07-15","Uttar Pradesh","High Waist Mid Thigh Shaper Women's Shapewear","jSAh_woJ","M","1","112.0","112.0",
"DELIVERED","176708484627185792_1","2025-07-15","Sikkim","SALE PRICE LIVE!! Women's Underwear Cotton Hipster Panties Low Rise Briefs Soft Strench Breathable Ladies Brief Underwear, Regular Use (Pack of 3 Colors May Vary)","PLAIN12 PANTY = PO3","5XL","1","190.0","190.0","ONF062537065665"
"DELIVERED","176880101865049920_1","2025-07-16","Punjab","SALE PRICE LIVE!! Women's Underwear Cotton Hipster Panties Low Rise Briefs Soft Strench Breathable Ladies Brief Underwear, Regular Use (Pack of 3 Colors May Vary)","PLAIN20 PANTY = PO3","5XL","1","190.0","190.0","ONF062537065663"
"CANCELLED","176888897421264320_1","2025-07-16","Jammu & Kashmir","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","tmcA8cP5","XXL","1","734.0","734.0",
"DOOR_STEP_EXCHANGED","174514522036668032_1","2025-07-16","Jammu & Kashmir","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","tmcA8cP5","34A","1","734.0","734.0","ONF062537065664"
"DELIVERED","177012059903381312_1","2025-07-16","Haryana","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","9dp7lamI","XL","1","734.0","734.0","ONF062537065662"
"DELIVERED","177052806019335296_1","2025-07-16","Tamil Nadu","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","1","734.0","734.0","ONF062537065661"
"DELIVERED","177077428005685120_1","2025-07-16","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","L","1","734.0","734.0","ONF062537065419"
"CANCELLED","177232693136803264_1","2025-07-17","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XXL","1","743.0","743.0",
"DELIVERED","177241700132013504_1","2025-07-17","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XXL","1","743.0","743.0","ONF062537065420"
"DELIVERED","177263353415157184_1","2025-07-17","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","1","734.0","734.0","ONF062537065496"
"RTO_COMPLETE","177268299728733312_1","2025-07-17","Chhattisgarh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","34A","1","734.0","734.0","ONF062537065658"
"DELIVERED","177321924643341760_1","2025-07-17","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","1","734.0","734.0","ONF062537065660"
"DELIVERED","177323442041865664_1","2025-07-17","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","1","734.0","734.0","ONF062537065497"
"CANCELLED","177339685880810624_1","2025-07-17","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","1","734.0","734.0",
"CANCELLED","177364625321444809_1","2025-07-17","Telangana","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","2","734.0","734.0",
"RTO_COMPLETE","177377848556801856_1","2025-07-17","Punjab","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","L","1","734.0","734.0","ONF062537065659"
"RTO_LOCKED","177405731593602496_1","2025-07-17","Haryana","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","L","1","734.0","734.0","ONF062537065471"
"RTO_LOCKED","177407916201264256_1","2025-07-17","Bihar","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","28A","1","734.0","734.0","ONF062537065656"
"DELIVERED","177450689685092800_1","2025-07-17","Jharkhand","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","34A","1","734.0","734.0","ONF062537065657"
"DELIVERED","177452173311080768_1","2025-07-17","Karnataka","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","M","1","734.0","734.0","ONF062537065511"
"CANCELLED","177453288139311488_1","2025-07-17","Assam","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","36A","1","734.0","734.0",
"CANCELLED","177465366518189888_1","2025-07-17","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","1","734.0","734.0",
"CANCELLED","177470306881108416_1","2025-07-17","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","9dp7lamI","XL","1","734.0","734.0",
"CANCELLED","177515389584144832_1","2025-07-18","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","36A","1","734.0","734.0",
"RTO_LOCKED","177599619521575360_1","2025-07-18","Uttarakhand","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","M","1","734.0","734.0","ONF062537065513"
"DOOR_STEP_EXCHANGED","174121366328019200_1","2025-07-18","Karnataka","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","S","1","743.0","743.0","ONF062537065503"
"DELIVERED","177639080811874688_1","2025-07-18","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","2RGorXEZ","L","1","734.0","734.0","ONF062537065490"
"CANCELLED","177653554171891520_1","2025-07-18","Karnataka","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","9dp7lamI","36A","1","734.0","734.0",
"DELIVERED","177706104661296576_1","2025-07-18","Assam","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","S","1","734.0","734.0","ONF062537065469"
"DELIVERED","177706227639515584_1","2025-07-18","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","1","734.0","734.0","ONF062537065439"
"CANCELLED","177772622182957888_1","2025-07-18","Karnataka","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ( With Strapless Shapewear Bodysuit for Women Free )","zbWWNx5G","M","1","982.0","982.0",
"RTO_COMPLETE","177791671668248768_1","2025-07-18","Jharkhand","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","1","734.0","734.0","ONF062537065461"
"DELIVERED","177806528664095552_1","2025-07-18","Tripura","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","34A","1","734.0","734.0","ONF062537065467"
"DELIVERED","177838128483995776_1","2025-07-18","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","tmcA8cP5","34A","1","734.0","734.0","ONF062537065510"
"DELIVERED","177846713414109952_1","2025-07-18","Delhi","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","S","1","743.0","743.0","ONF062537065501"
"DELIVERED","177858872697211712_1","2025-07-19","Odisha","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","32A","1","734.0","705.0","ONF062537065499"
"CANCELLED","177859971664574528_1","2025-07-19","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","32A","1","734.0","705.0",
"CANCELLED","177875516840528832_1","2025-07-19","Bihar","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","1","734.0","705.0",
"DELIVERED","177895463142607872_1","2025-07-19","Karnataka","Women's Cotton Front Hook Bra - Deep Panel & Molded Cups for Everyday Comfort","Cotton Front Hook Bra","M","1","780.0","749.0","ONF062537065502"
"RTO_LOCKED","177937758017604608_1","2025-07-19","Bihar","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","36A","1","734.0","705.0","ONF062537065441"
"DELIVERED","177946138535465088_1","2025-07-19","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","1","734.0","705.0","ONF062537065498"
"CANCELLED","177952371921326272_1","2025-07-19","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","34A","1","734.0","705.0",
"DELIVERED","177984327747978048_1","2025-07-19","West Bengal","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","L","1","734.0","705.0","ONF062537065473"
"DELIVERED","177991399487360000_1","2025-07-19","Delhi","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","32A","1","734.0","705.0","ONF062537065423"
"CANCELLED","175055716223321728_1","2025-07-19","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","qQYkl0G-","XXL","1","743.0","743.0",
"CANCELLED","175055716223321728_1","2025-07-19","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","qQYkl0G-","XXL","1","743.0","743.0",
"DELIVERED","178087814603293504_1","2025-07-19","Bihar","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","1","734.0","705.0","ONF062537065421"
"CANCELLED","178090834947995584_1","2025-07-19","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","36A","1","734.0","705.0",
"DELIVERED","178090913321765888_1","2025-07-19","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","1","734.0","705.0","ONF062537065515"
"SHIPPED","178092508528823104_1","2025-07-19","Himachal Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","28A","1","734.0","705.0","ONF062537065124"
"SHIPPED","178092624376172672_1","2025-07-19","Himachal Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","9dp7lamI","28A","1","734.0","705.0","ONF062537065124"
"DELIVERED","178095564189333440_1","2025-07-19","Jammu & Kashmir","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XL","1","743.0","714.0","ONF062537065504"
"DELIVERED","178097819733803840_1","2025-07-19","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","tmcA8cP5","34A","1","734.0","705.0","ONF062537065509"
"RTO_COMPLETE","178114277416368064_1","2025-07-19","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","L","1","734.0","705.0","ONF062537065518"
"DELIVERED","178118917150937216_1","2025-07-19","Kerala","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","r7CkYnwW","XXL","1","743.0","743.0","ONF062537065445"
"CANCELLED","178121864315424064_1","2025-07-19","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ( With Strapless Shapewear Bodysuit for Women Free )","zbWWNx5G","34A","1","982.0","943.0",
"DELIVERED","178131733718551424_1","2025-07-19","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","32A","2","734.0","705.0","ONF062537065494"
"DELIVERED","178136651507431488_1","2025-07-19","Himachal Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","1","734.0","705.0","ONF062537065466"
"DELIVERED","178147721796993792_1","2025-07-19","Telangana","Women Padded Seamless Deep V Plunge Matte Bra, Black","-JwNJF8b","28A","1","280.0","269.0","ONF062537065507"
"DELIVERED","178183420555556800_1","2025-07-19","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","28A","1","734.0","705.0","ONF062537065195"
"CANCELLED","178199765060764416_1","2025-07-19","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","32A","1","734.0","705.0",
"CANCELLED","178199834947483584_1","2025-07-19","Kerala","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","28A","1","734.0","705.0",
"DELIVERED","178206170480429952_1","2025-07-19","Madhya Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","9dp7lamI","XXL","1","734.0","705.0","ONF062537065493"
"CANCELLED","178273022959882432_1","2025-07-20","Delhi","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ( With Strapless Shapewear Bodysuit for Women Free )","zbWWNx5G","XL","1","982.0","943.0",
"RTO_LOCKED","178305217284274240_1","2025-07-20","Jharkhand","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","32A","1","734.0","705.0","ONF062537065514"
"DELIVERED","178329010563238784_1","2025-07-20","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","r7CkYnwW","M","1","743.0","743.0","ONF062537065486"
"DELIVERED","178334366253239040_1","2025-07-20","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","1","734.0","705.0","ONF062537065465"
"DELIVERED","178384744806140864_1","2025-07-20","Karnataka","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","1","734.0","705.0","ONF062537065464"
"DELIVERED","178392648255475841_1","2025-07-20","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","34A","2","734.0","705.0","ONF062537065495"
"DELIVERED","178411237867015488_1","2025-07-20","Bihar","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","36A","1","743.0","714.0","ONF062537065500"
"DELIVERED","178416732690531136_1","2025-07-20","Bihar","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","36A","1","734.0","705.0","ONF062537065442"
"DELIVERED","178429091047883520_1","2025-07-20","Karnataka","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ( With Strapless Shapewear Bodysuit for Women Free )","zbWWNx5G","M","1","982.0","943.0","ONF062537065422"
"DELIVERED","178436617945419968_1","2025-07-20","Andhra Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","9dp7lamI","XL","1","734.0","705.0","ONF062537065199"
"DELIVERED","178446704310242624_1","2025-07-20","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","2RGorXEZ","M","1","734.0","705.0","ONF062537065488"
"DELIVERED","178449122184186752_1","2025-07-20","Telangana","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","L","1","734.0","705.0","ONF062537065468"
"DELIVERED","178459511802118976_1","2025-07-20","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","M","1","743.0","714.0","ONF062537065506"
"CANCELLED","178470150885133248_1","2025-07-20","Andhra Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","36A","1","734.0","705.0",
"RTO_COMPLETE","178470752433207232_1","2025-07-20","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XL","1","743.0","714.0","ONF062537065508"
"DELIVERED","178483019026582528_1","2025-07-20","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XXL","1","743.0","714.0","ONF062537065505"
"DELIVERED","178494608647471872_1","2025-07-20","Telangana","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","34A","1","734.0","705.0","ONF062537065517"
"DELIVERED","178516637510471874_1","2025-07-20","West Bengal","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","2RGorXEZ","M","1","734.0","705.0","ONF062537065491"
"RTO_COMPLETE","178530579742193728_1","2025-07-20","Kerala","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","30A","1","734.0","705.0","ONF062537065455"
"DELIVERED","178532743180652672_1","2025-07-20","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","9dp7lamI","34A","1","734.0","705.0",
"RTO_COMPLETE","178539208439548864_1","2025-07-20","Karnataka","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","1","734.0","705.0","ONF062537065481"
"DELIVERED","178540599727934208_1","2025-07-20","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XXL","1","743.0","714.0",
"DELIVERED","178564092569666304_1","2025-07-20","Andhra Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","S","1","734.0","705.0","ONF062537065453"
"DELIVERED","178569734543112256_1","2025-07-20","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","34A","1","743.0","714.0","ONF062537065429"
"DELIVERED","178570709314913024_1","2025-07-20","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","M","1","734.0","705.0",
"DELIVERED","178573878648687424_1","2025-07-20","Haryana","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XL","1","743.0","714.0","ONF062537065477"
"DELIVERED","178580048809610243_1","2025-07-21","Delhi","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","36A","1","743.0","743.0",
