"Reason for Credit Entry","Sub Order No","Order Date","Customer State","Product Name","SKU","Size","Quantity","Supplier Listed Price (Incl. GST + Commission)","Supplier Discounted Price (Incl GST and Commision)","Packet Id"
"DELIVERED","181606572315659968_1","2025-07-29","Telangana","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XXL","1","743.0","743.0","ONF062537065140"
"DELIVERED","181624147800954752_1","2025-07-29","Madhya Pradesh","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","28A","1","736.0","736.0","ONF062537065172"
"SHIPPED","181637576132969856_1","2025-07-29","Assam","SALE PRICE LIVE!! Women's Underwear Cotton Hipster Panties Low Rise Briefs Soft Strench Breathable Ladies Brief Underwear, Regular Use (Pack of 3 Colors May Vary)","PLAIN3 PANTY = PO3","110cm","1","190.0","190.0","ONF062537065531"
"SHIPPED","181656307383694336_1","2025-07-29","Uttar Pradesh","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","yT2sgBxr","XL","1","736.0","736.0","ONF062537065150"
"DOOR_STEP_EXCHANGED","178532743180652672_1","2025-07-29","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","9dp7lamI","36A","1","705.0","705.0","ONF062537065159"
"CANCELLED","181676504739945792_1","2025-07-29","Telangana","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","2","734.0","734.0",
"CANCELLED","178334366253239040_1","2025-07-29","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","1","705.0","705.0",
"DOOR_STEP_EXCHANGED","179135673604033536_1","2025-07-29","Haryana","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","L","1","743.0","743.0","ONF062537065139"
"SHIPPED","181724408216309440_1","2025-07-29","Gujarat","SALE PRICE LIVE!! Women's Underwear Cotton Hipster Panties Low Rise Briefs Soft Strench Breathable Ladies Brief Underwear, Regular Use (Pack of 3 Colors May Vary)","PLAIN30 PANTY = PO3","120cm","1","190.0","190.0","ONF062537065532"
"CANCELLED","181728217433840960_1","2025-07-29","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XL","1","743.0","743.0",
"DELIVERED","181753047155995456_1","2025-07-29","Delhi","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","qQYkl0G-","34A","1","743.0","743.0","ONF062537065529"
"DELIVERED","181790313382462848_1","2025-07-29","Uttar Pradesh","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","34A","1","736.0","736.0","ONF062537065137"
"SHIPPED","181795661594786944_1","2025-07-29","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","2RGorXEZ","S","1","734.0","734.0","ONF062537065523"
"SHIPPED","181972040205780352_1","2025-07-30","Kerala","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","30A","1","734.0","734.0","ONF062537065157"
"CANCELLED","182015990136065728_1","2025-07-30","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XL","1","743.0","743.0",
"SHIPPED","182025115414843072_1","2025-07-30","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XL","1","743.0","743.0","ONF062537065131"
"DOOR_STEP_EXCHANGED","179789954330686464_1","2025-07-30","Telangana","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","1","734.0","734.0","ONF062537065177"
"READY_TO_SHIP","182124297689810304_1","2025-07-30","Maharashtra","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","yT2sgBxr","54K","1","636.0","636.0",
"SHIPPED","182129146175210880_1","2025-07-30","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XXL","1","743.0","743.0","ONF062537065148"
"SHIPPED","182167301742599488_1","2025-07-30","Uttar Pradesh","High Waist Mid Thigh Shaper Women's Shapewear","jSAh_woJ","L","1","112.0","112.0","ONF062537065540"
"DOOR_STEP_EXCHANGED","178334366253239040_1","2025-07-30","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","1","705.0","705.0","ONF062537065151"
"CANCELLED","182234928217584576_1","2025-07-31","Andhra Pradesh","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","Rz9l0vZz","32A","1","736.0","736.0","ONF062537065525"
"CANCELLED","182235714460840768_1","2025-07-31","Andhra Pradesh","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","32A","1","736.0","736.0",
"SHIPPED","182403186865229506_1","2025-07-31","Bihar","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","34A","1","734.0","734.0","ONF062537065138"
"SHIPPED","182457378985243648_1","2025-07-31","Maharashtra","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","yT2sgBxr","36A","1","736.0","736.0","ONF062537065143"
"CANCELLED","182486176744390848_1","2025-07-31","Kerala","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","L","1","734.0","734.0",
"CANCELLED","182490147778197632_1","2025-07-31","Kerala","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","L","1","743.0","743.0",
"DELIVERED","182504032726991040_1","2025-07-31","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","tmcA8cP5","28A","1","734.0","734.0","ONF062537065522"
"DELIVERED","182506176046236288_1","2025-07-31","Uttar Pradesh","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","yT2sgBxr","38A","1","736.0","736.0","ONF062537065149"
"SHIPPED","182508179174979712_1","2025-07-31","Uttar Pradesh","SALE PRICE LIVE!! Women's Underwear Cotton Hipster Panties Low Rise Briefs Soft Strench Breathable Ladies Brief Underwear, Regular Use (Pack of 3 Colors May Vary)","PLAIN30 PANTY = PO3","3XL","1","190.0","190.0","ONF062537065544"
"CANCELLED","182523976856961728_1","2025-07-31","Rajasthan","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","yT2sgBxr","L","1","736.0","736.0",
"DELIVERED","182525072883579136_1","2025-07-31","West Bengal","Women's Cotton Front Hook Bra - Deep Panel & Molded Cups for Everyday Comfort","Cotton Front Hook Bra","L","1","758.0","758.0","ONF062537065169"
"SHIPPED","182529541440078528_1","2025-07-31","Kerala","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","yT2sgBxr","34A","1","736.0","736.0","ONF062537065144"
